Colocação,Pontos,Nome,Clube,URL detalhes,Rating,Categoria
189,1057,BENEDITO MARINHO,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=9576&Colocacao=189&Pontos=1057,G,M
189,1057,JOAO NASSIF,CLUBE CONCÓRDIA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=10498&Colocacao=189&Pontos=1057,G,M
192,1056,JOAO DYONISIO,ASSOC. NOVA ERA DE T.M.-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=13825&Colocacao=192&Pontos=1056,G,M
192,1056,JOSÉ VILAS BOAS,ITAIM KEIKO / JJYAMADA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=17771&Colocacao=192&Pontos=1056,G,M
194,1055,IAGO BITTENCOURT,SÃO CARLOS TM - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=56297&Colocacao=194&Pontos=1055,G,M
194,1055,ENZO MATSUBARA,CT MORIMOTO - MT,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=34974&Colocacao=194&Pontos=1055,G,M
194,1055,EDUARDO RONDINI,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=41433&Colocacao=194&Pontos=1055,G,M
194,1055,LUIZ OYAMA,NIKKEI CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1640&Colocacao=194&Pontos=1055,G,M
198,1053,CARLOS NASCIMENTO,ASSOCIAÇÃO ESPORTIVA MANAUS/ITAIM KEIKO-AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=34511&Colocacao=198&Pontos=1053,G,M
199,1052,MATHEUS OLIVEIRA,SANTA BÁRBARA D' OESTE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=48800&Colocacao=199&Pontos=1052,G,M
199,1052,MARCILIO LUZ,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1223&Colocacao=199&Pontos=1052,G,M
201,1051,GUILHERME MACHADO,ASSOCIAÇÃO CAMPONOVENSE - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=31449&Colocacao=201&Pontos=1051,G,M
201,1051,RODNEI ROBERTO,KOSMOS CLUBE - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=18086&Colocacao=201&Pontos=1051,G,M
203,1049,JOÃO SANTOS,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=29682&Colocacao=203&Pontos=1049,G,M
204,1047,RODRIGO NOCE,CABANA CLUBE-PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=22522&Colocacao=204&Pontos=1047,G,M
204,1047,GUILHERME EVANGELISTA,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=22538&Colocacao=204&Pontos=1047,G,M
204,1047,GUSTAVO VINOTTI,ASSOCIAÇÃO BRUSQUENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=11261&Colocacao=204&Pontos=1047,G,M
207,1046,FELIPE OKANO,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=41341&Colocacao=207&Pontos=1046,G,M
208,1044,JOSÉ ABREU,AABB FORTALEZA - CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=21920&Colocacao=208&Pontos=1044,G,M
208,1044,LUIZ COBRA,AABB CRICIUMA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=9505&Colocacao=208&Pontos=1044,G,M
208,1044,MARCIO ARAGAO,MADUREIRA ESPORTE CLUBE - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=874&Colocacao=208&Pontos=1044,G,M
208,1044,JADSON ALMEIDA,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=264&Colocacao=208&Pontos=1044,G,M
212,1043,LUCAS MACIEL,CLUBE DOS DIÁRIOS - CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=14530&Colocacao=212&Pontos=1043,G,M
212,1043,MAURICIO NASCIMENTO,AABB CRICIUMA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1623&Colocacao=212&Pontos=1043,G,M
214,1042,DAVID DOMINGUES,APTM/G.T. PAIXÃO - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=16045&Colocacao=214&Pontos=1042,G,M
214,1042,SILVIO SILVA,CEPE ARACAJU - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=19274&Colocacao=214&Pontos=1042,G,M
216,1041,LINCOLN LACERDA,CENTRO DE TREINAMENTO GYNTT-GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=20176&Colocacao=216&Pontos=1041,G,M
217,1039,JONAS ARAUJO,ASSOCIAÇÃO CEARENSE TENIS DE MESA-CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=14655&Colocacao=217&Pontos=1039,G,M
217,1039,SU CHIAO,AABB BRASÍLIA/RIZZONE - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=975&Colocacao=217&Pontos=1039,G,M
219,1038,AVELINO CUNHA,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=21824&Colocacao=219&Pontos=1038,G,M
219,1038,LUIZ GALVÃO,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=21865&Colocacao=219&Pontos=1038,G,M
221,1036,ERROL LIMA,PAYSANDU SPORT CLUB - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1015&Colocacao=221&Pontos=1036,G,M
222,1035,LEANDRO SILVA,ASMUC - CARAGUATATUBA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=26526&Colocacao=222&Pontos=1035,G,M
223,1032,ENZO USSUKI,ASSOC. REGISTRENSE DE TM-ARTEME-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=30641&Colocacao=223&Pontos=1032,G,M
223,1032,NELSON TOBARU,ASSOC. NOVA ERA DE T.M.-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1158&Colocacao=223&Pontos=1032,G,M
225,1031,RICARDO INSELSPERGER,CLUBE SÃO JOÃO-JUNDIAI-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1845&Colocacao=225&Pontos=1031,G,M
225,1031,GABRIEL CALDAS,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=32764&Colocacao=225&Pontos=1031,G,M
227,1030,MATEUS BOTELHO,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=55815&Colocacao=227&Pontos=1030,G,M
227,1030,DIOGO ICHIRO,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=26294&Colocacao=227&Pontos=1030,G,M
227,1030,EMERSON GOMIDE,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=420&Colocacao=227&Pontos=1030,G,M
230,1029,CARLOS NEVES,FLUMINENSE FOOTBALL CLUB - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=13801&Colocacao=230&Pontos=1029,G,M
231,1027,RAFAEL NAVARRO,ADM - MARÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=9992&Colocacao=231&Pontos=1027,G,M
231,1027,LEONARDO ZATT,ASSOCIAÇÃO CHAPECOENSE - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=31082&Colocacao=231&Pontos=1027,G,M
233,1026,ELTON TAKANO,SANTO ANDRÉ / ADSA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=26165&Colocacao=233&Pontos=1026,G,M
233,1026,EDGAR IBRAHIM,CIRCULO MILITAR CAMPO GRANDE-MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=321&Colocacao=233&Pontos=1026,G,M
235,1025,YEZOUS ARAUJO,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1695&Colocacao=235&Pontos=1025,G,M
235,1025,JALISON ALVES,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1376&Colocacao=235&Pontos=1025,G,M
237,1023,RUBENS NOVALO,INTERCOLONIAL,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=11589&Colocacao=237&Pontos=1023,G,M
238,1022,CID FURUYAMA,INTERCOLONIAL,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=11551&Colocacao=238&Pontos=1022,G,M
238,1022,ARTUR ARRUDA,ASSOCIAÇÃO CEARENSE TENIS DE MESA-CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=15081&Colocacao=238&Pontos=1022,G,M
238,1022,TOMMY CASTRO,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=960&Colocacao=238&Pontos=1022,G,M
238,1022,JOABY SOUZA,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=21996&Colocacao=238&Pontos=1022,G,M
238,1022,JESSE SILVA,YPIRANGA ESPORTE CLUBE - RO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=33365&Colocacao=238&Pontos=1022,G,M
238,1022,URBANO MUNIZ,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=34449&Colocacao=238&Pontos=1022,G,M
238,1022,ANDREY CARNEIRO,FLUMINENSE FOOTBALL CLUB - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=30592&Colocacao=238&Pontos=1022,G,M
238,1022,CARLOS EDUARDO DE MORAES,AABB-SANTOS-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=56185&Colocacao=238&Pontos=1022,G,M
246,1020,HENRIQUE MORAIS,CLUBE SANHAROENSE DE TÊNIS DE MESA-PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=28073&Colocacao=246&Pontos=1020,G,M
246,1020,MARCELO CORSINI,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=118&Colocacao=246&Pontos=1020,G,M
248,1019,CHRISTIANO FREITAS,MADUREIRA ESPORTE CLUBE - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=3899&Colocacao=248&Pontos=1019,G,M
248,1019,LUCAS JESUS,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=26213&Colocacao=248&Pontos=1019,G,M
250,1018,FLAVIO MATUGUMA,ITAIM KEIKO / JJYAMADA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=25072&Colocacao=250&Pontos=1018,G,M
250,1018,KEVIN MAEDA,ITAIM KEIKO / JJYAMADA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=18592&Colocacao=250&Pontos=1018,G,M
252,1016,KEVIN OLIVEIRA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=27466&Colocacao=252&Pontos=1016,G,M
253,1015,LEONARDO HOSHINO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=18064&Colocacao=253&Pontos=1015,G,M
253,1015,FERNANDO CARNICELI,SÃO CARLOS TM - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=56200&Colocacao=253&Pontos=1015,G,M
253,1015,GEORGE GINESTE,SOCIEDADE THALIA CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=3202&Colocacao=253&Pontos=1015,G,M
256,1014,DANIEL MATTOS,CLUBE DOS DIÁRIOS - CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=15017&Colocacao=256&Pontos=1014,G,M
256,1014,CARLOS MARAVILHA,C.R VASCO DA GAMA - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=10892&Colocacao=256&Pontos=1014,G,M
256,1014,EDSON KIYOTA,CLUBE SOCIEDADE VINTE E UM DE SETEMBRO-PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=31076&Colocacao=256&Pontos=1014,G,M
256,1014,ALAN MOREIRA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=23209&Colocacao=256&Pontos=1014,G,M
256,1014,LUIS FARIAS,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=25671&Colocacao=256&Pontos=1014,G,M
261,1011,ALEXANDRE SILVEIRA,ITAIM KEIKO / JJYAMADA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=30250&Colocacao=261&Pontos=1011,G,M
261,1011,ALANVE DE SOUZA,ASSOCIAÇÃO TIMBOENSE - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=31195&Colocacao=261&Pontos=1011,G,M
261,1011,GUILHERME CHENAULD,BEREIANO NATAL,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=10400&Colocacao=261&Pontos=1011,G,M
261,1011,JAIME WAYMBERG,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=10696&Colocacao=261&Pontos=1011,G,M
265,1010,BORIS ARANA,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=41287&Colocacao=265&Pontos=1010,G,M
266,1007,ERIC REIS,SR MAMPITUBA/FME CRICIÚMA-SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=32640&Colocacao=266&Pontos=1007,G,M
266,1007,LEANDRO KOJIMA,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=20549&Colocacao=266&Pontos=1007,G,M
266,1007,NICHOLAS MESTRE,CLUBE SÃO JOÃO-JUNDIAI-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=415&Colocacao=266&Pontos=1007,G,M
266,1007,CARLO MICHELL,OI ART/360TT - MG,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=900&Colocacao=266&Pontos=1007,G,M
270,1006,CLEITON WAISZAK,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=614&Colocacao=270&Pontos=1006,G,M
270,1006,EDJAILSON LIMA,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=263&Colocacao=270&Pontos=1006,G,M
270,1006,DAVI BEZNOS,FLUMINENSE FOOTBALL CLUB - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=24773&Colocacao=270&Pontos=1006,G,M
273,1003,BRUNO RIBEIRO,AABB SÃO LUÍS-MA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=34476&Colocacao=273&Pontos=1003,G,M
273,1003,GABRIEL RODRIGUES,NIPO CUIABÁ - MT,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=254&Colocacao=273&Pontos=1003,G,M
273,1003,CEZAR SCHACHT,YARA TOLEDO - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=61&Colocacao=273&Pontos=1003,G,M
276,1002,ALEXANDRE LUZ,ASSOC. DE TÊNIS DE MESA - GÊMEOS TT - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=1150&Colocacao=276&Pontos=1002,G,M
277,1001,GABRIEL PASSOS,SR MAMPITUBA/FME CRICIÚMA-SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=28662&Colocacao=277&Pontos=1001,G,M
278,1000,SEBASTIÃO SILVA,NIPO CUIABÁ - MT,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=34903&Colocacao=278&Pontos=1000,G,M
278,1000,ANDRÉ LIMA DA SILVA,ASSOCIAÇÃO DE TÊNIS DE MESA DE GUARAPUAVA-PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RGM&Associado=37919&Colocacao=278&Pontos=1000,G,M
1,999,CESAR RODRIGUES,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=21233&Colocacao=1&Pontos=999,H,M
1,999,DIEGO INACIO,SR MAMPITUBA/FME CRICIÚMA-SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=22275&Colocacao=1&Pontos=999,H,M
3,998,JOSE RICARDO,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=16923&Colocacao=3&Pontos=998,H,M
4,997,CARLO BASTOS,ACADEMIA CEARENSE - CE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=38&Colocacao=4&Pontos=997,H,M
4,997,RICARDO ARAUJO,BTTC BRASÍLIA - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=1003&Colocacao=4&Pontos=997,H,M
4,997,JONATAN PIMENTEL,ASSOCIÇÃO BRASILEIRA A HEBRAICA DE SÃO PAULO-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=37235&Colocacao=4&Pontos=997,H,M
4,997,VICTOR NAKANO,SANTO ANDRÉ / ADSA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=38276&Colocacao=4&Pontos=997,H,M
8,996,LEONARDO BATISTA,ASSOCIAÇÃO GUEDESTT-RO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=34965&Colocacao=8&Pontos=996,H,M
8,996,JONAS SILVA,DOJO NIC NETTO TENIS DE MESA-AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=13933&Colocacao=8&Pontos=996,H,M
8,996,ROBINSON NAKAMURA,CLUBE NIPO DE BRASÍLIA - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=17931&Colocacao=8&Pontos=996,H,M
11,994,EDUARDO RAMOS,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=30804&Colocacao=11&Pontos=994,H,M
12,993,EDUARDO GRUCHOSKI,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=34895&Colocacao=12&Pontos=993,H,M
12,993,EIKE ONODERA,SOC .ESP. RECREATIVA E CULT. SANTA MARIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=23368&Colocacao=12&Pontos=993,H,M
14,992,VANDERLEI PEREIRA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=603&Colocacao=14&Pontos=992,H,M
15,991,GIULIANO VENDRAMINI,SANTA BÁRBARA D' OESTE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=463&Colocacao=15&Pontos=991,H,M
15,991,GUILHERME REIS,ADM - MARÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=10003&Colocacao=15&Pontos=991,H,M
17,989,MARCELO TONELLI,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=9637&Colocacao=17&Pontos=989,H,M
17,989,JULIO VOLPATO,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=314&Colocacao=17&Pontos=989,H,M
17,989,MASAYA KOJIMA,INTERCOLONIAL,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=12368&Colocacao=17&Pontos=989,H,M
20,987,JOSUE SQUILINO JUNIOR,ADM - MARÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=10009&Colocacao=20&Pontos=987,H,M
21,986,ANDRE CARDOSO,FLUMINENSE FOOTBALL CLUB - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=19776&Colocacao=21&Pontos=986,H,M
21,986,DANIEL MARANHÃO,ASSOCIAÇÃO FITPONG DE TÊNIS DE MESA-DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=54069&Colocacao=21&Pontos=986,H,M
23,984,FERNANDO TRAMONTIM,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=21075&Colocacao=23&Pontos=984,H,M
24,983,EIJI ARASHIRO,NIKKEI CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=1655&Colocacao=24&Pontos=983,H,M
24,983,NIEDSON SILVA,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=280&Colocacao=24&Pontos=983,H,M
26,982,JOAO LUIZ COSTA,ASSOCIAÇÃO INDEPENDENTE DE TÊNIS DE MESA-MA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=34444&Colocacao=26&Pontos=982,H,M
27,981,JORGE ALCÂNTARA,APCEF MANAUS - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=41227&Colocacao=27&Pontos=981,H,M
27,981,THIAGO TRAVITZKI,SAYÃO FUTEBOL CLUBE - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=316&Colocacao=27&Pontos=981,H,M
29,980,ALEXANDRE MASSUDA,ADM - MARÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=9985&Colocacao=29&Pontos=980,H,M
30,979,ALESSANDRO ARRUDA,AITM/CVA/ITAPETININGA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=432&Colocacao=30&Pontos=979,H,M
30,979,JEFFERSON SOUSA,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=31257&Colocacao=30&Pontos=979,H,M
32,978,BIANOR COELHO,PARÁ CLUBE - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=54&Colocacao=32&Pontos=978,H,M
32,978,EDUARDO IIDA,ASSOC. DE TÊNIS DE MESA - GÊMEOS TT - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=13882&Colocacao=32&Pontos=978,H,M
32,978,ANDERSON MATOS,C.R VASCO DA GAMA - RJ,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=21608&Colocacao=32&Pontos=978,H,M
35,976,GIOVANNI STARNINI,AMERICANA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=55923&Colocacao=35&Pontos=976,H,M
36,975,ANTONIO KASA,ITAIM KEIKO / JJYAMADA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=11743&Colocacao=36&Pontos=975,H,M
36,975,WILLIAM BATISTI,ASSOCIAÇÃO RIO DO SUL - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=434&Colocacao=36&Pontos=975,H,M
36,975,JOSENILDO CORREA,CMB BARCARENA CLUBE - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=253&Colocacao=36&Pontos=975,H,M
39,973,RODRIGO REIS,CONFEDERAÇÃO BRASILEIRA DE TÊNIS DE MESA - CBTM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=147&Colocacao=39&Pontos=973,H,M
40,972,SERGIO INCERPI,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RHM&Associado=17505&Colocacao=40&Pontos=972,H,M
